prop_equal,clause_factor,repetitiveness,sat,algorithm,treewidth,num_variables,prop_deterministic,answer,instance,time,literal_factor
0.51,2.2,0,,dpmc,37,70,0,1.0566e-09,70-2.2-3-0-0-0.51-55,165.41,3
0.77,2.2,0,,dpmc,36,70,0,1.29386e-10,70-2.2-3-0-0-0.77-57,94.53,3
0.78,2.2,0,,cachet,35,70,0,5.37648e-10,70-2.2-3-0-0-0.78-84,11.99,3
0.45,2.2,0,,d4,33,70,0,,70-2.2-3-0-0-0.45-30,416.17,3
0.83,2.2,0,,c2d,36,70,0,6.120826e-11,70-2.2-3-0-0-0.83-36,10.39,3
0.09,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.09-25,15.9,3
0.57,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.57-10,11.89,3
0.16,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.16-90,477.53,3
0.21,2.2,0,,d4,36,70,0,5.136949e-12,70-2.2-3-0-0-0.21-77,94.96000000000001,3
0.22,2.2,0,,cachet,36,70,0,2.10073e-12,70-2.2-3-0-0-0.22-69,4.77,3
0.49,2.2,0,,c2d,36,70,0,8.356671e-10,70-2.2-3-0-0-0.49-18,96.78,3
0.42,2.2,0,,c2d,37,70,0,,70-2.2-3-0-0-0.42-56,486.75,3
0.92,2.2,0,,c2d,35,70,0,4.011628e-09,70-2.2-3-0-0-0.92-88,50.73,3
0.34,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.34-55,8.64,3
0.69,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.69-22,6.18,3
0.72,2.2,0,,d4,36,70,0,3.873594e-11,70-2.2-3-0-0-0.72-49,127.54,3
0.97,2.2,0,,dpmc,36,70,0,1.52262e-09,70-2.2-3-0-0-0.97-34,130.5,3
0.5,2.2,0,,dpmc,35,70,0,9.40031e-10,70-2.2-3-0-0-0.5-34,224.07999999999998,3
0.68,2.2,0,,dpmc,36,70,0,7.64244e-11,70-2.2-3-0-0-0.68-2,127.53,3
0.82,2.2,0,,cachet,37,70,0,2.48744e-10,70-2.2-3-0-0-0.82-52,11.15,3
0.65,2.2,0,,c2d,36,70,0,4.659551e-10,70-2.2-3-0-0-0.65-47,54.2,3
0.47,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.47-3,18.89,3
0.36,2.2,0,,d4,38,70,0,9.214099e-12,70-2.2-3-0-0-0.36-11,118.42,3
0.89,2.2,0,,cachet,37,70,0,8.12291e-10,70-2.2-3-0-0-0.89-55,7.73,3
0.82,2.2,0,,c2d,34,70,0,3.151368e-09,70-2.2-3-0-0-0.82-95,50.58,3
0.11,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.11-51,353.64,3
0.57,2.2,0,,d4,38,70,0,,70-2.2-3-0-0-0.57-94,214.93,3
0.39,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.39-29,40.96,3
0.7,2.2,0,,cachet,36,70,0,2.25592e-09,70-2.2-3-0-0-0.7-44,10.98,3
0.33,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.33-28,260.71,3
0.74,2.2,0,,d4,35,70,0,8.040924e-10,70-2.2-3-0-0-0.74-50,120.78,3
0.2,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.2-28,17.6,3
0.36,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.36-100,170.88,3
0.15,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.15-41,19.37,3
0.11,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.11-60,47.77,3
0.68,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.68-52,30.61,3
0.1,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.1-13,360.18,3
0.17,2.2,0,,d4,36,70,0,3.109711e-12,70-2.2-3-0-0-0.17-96,97.21000000000001,3
0.17,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.17-48,425.26,3
0.93,2.2,0,,minic2d,33,70,0,0.0,70-2.2-3-0-0-0.93-71,19.58,3
0.19,2.2,0,,d4,34,70,0,1.272948e-10,70-2.2-3-0-0-0.19-3,33.53,3
0.08,2.2,0,,dpmc,35,70,0,1.9887e-12,70-2.2-3-0-0-0.08-26,95.78,3
0.12,2.2,0,,dpmc,37,70,0,2.75202e-11,70-2.2-3-0-0-0.12-81,315.85,3
0.91,2.2,0,,dpmc,39,70,0,7.89502e-10,70-2.2-3-0-0-0.91-19,335.97,3
0.67,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.67-6,24.49,3
0.08,2.2,0,,c2d,38,70,0,,70-2.2-3-0-0-0.08-20,222.3,3
0.63,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.63-35,17.75,3
0.18,2.2,0,,cachet,37,70,0,4.33484e-11,70-2.2-3-0-0-0.18-57,17.27,3
0.21,2.2,0,,d4,37,70,0,3.771742e-10,70-2.2-3-0-0-0.21-15,128.39,3
0.9,2.2,0,,cachet,35,70,0,1.39797e-08,70-2.2-3-0-0-0.9-96,15.73,3
0.01,2.2,0,,d4,35,70,0,1.587071e-11,70-2.2-3-0-0-0.01-8,18.47,3
0.24,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.24-23,17.5,3
0.49,2.2,0,,dpmc,37,70,0,1.24341e-10,70-2.2-3-0-0-0.49-1,388.95,3
0.06,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.06-74,10.27,3
0.12,2.2,0,,cachet,35,70,0,2.37416e-08,70-2.2-3-0-0-0.12-17,12.06,3
0.37,2.2,0,,d4,36,70,0,1.57145e-11,70-2.2-3-0-0-0.37-89,149.72,3
0.25,2.2,0,,cachet,35,70,0,1.04453e-10,70-2.2-3-0-0-0.25-22,4.8,3
0.2,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.2-54,17.45,3
0.25,2.2,0,,cachet,36,70,0,5.95426e-12,70-2.2-3-0-0-0.25-30,2.02,3
0.01,2.2,0,,dpmc,36,70,0,1.21499e-10,70-2.2-3-0-0-0.01-22,200.17000000000002,3
0.39,2.2,0,,d4,34,70,0,3.475384e-12,70-2.2-3-0-0-0.39-93,25.57,3
0.65,2.2,0,,c2d,36,70,0,1.767612e-10,70-2.2-3-0-0-0.65-98,76.12,3
0.31,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.31-33,18.56,3
0.92,2.2,0,,cachet,38,70,0,5.1311e-11,70-2.2-3-0-0-0.92-37,8.7,3
0.18,2.2,0,,d4,33,70,0,1.587989e-11,70-2.2-3-0-0-0.18-90,33.86,3
0.91,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.91-24,61.1,3
0.03,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.03-68,31.09,3
0.96,2.2,0,,c2d,37,70,0,,70-2.2-3-0-0-0.96-37,111.61,3
0.59,2.2,0,,c2d,37,70,0,,70-2.2-3-0-0-0.59-62,295.94,3
0.93,2.2,0,,c2d,34,70,0,5.099853e-10,70-2.2-3-0-0-0.93-95,44.67,3
0.28,2.2,0,,c2d,35,70,0,1.531606e-11,70-2.2-3-0-0-0.28-93,87.21000000000001,3
0.41,2.2,0,,cachet,37,70,0,9.84114e-11,70-2.2-3-0-0-0.41-89,15.6,3
0.54,2.2,0,,dpmc,36,70,0,,70-2.2-3-0-0-0.54-46,500.4,3
0.91,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.91-27,10.96,3
0.64,2.2,0,,cachet,37,70,0,1.24909e-09,70-2.2-3-0-0-0.64-22,10.44,3
0.5,2.2,0,,d4,34,70,0,5.258466e-11,70-2.2-3-0-0-0.5-45,157.42000000000002,3
0.47,2.2,0,,cachet,35,70,0,5.12497e-11,70-2.2-3-0-0-0.47-76,13.84,3
1.0,2.2,0,1,cachet,35,70,0,8.34903e-10,70-2.2-3-0-0-1.0-95,6.67,3
0.62,2.2,0,,dpmc,36,70,0,,70-2.2-3-0-0-0.62-7,500.42,3
0.3,2.2,0,,dpmc,35,70,0,5.69136e-09,70-2.2-3-0-0-0.3-77,236.25,3
0.68,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.68-46,220.92000000000002,3
0.47,2.2,0,,c2d,38,70,0,8.775425e-11,70-2.2-3-0-0-0.47-33,26.83,3
0.7,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.7-90,30.02,3
0.44,2.2,0,,c2d,36,70,0,6.779379e-09,70-2.2-3-0-0-0.44-38,43.57,3
0.95,2.2,0,,d4,37,70,0,8.69339e-11,70-2.2-3-0-0-0.95-98,149.79,3
0.76,2.2,0,,cachet,34,70,0,1.41016e-10,70-2.2-3-0-0-0.76-29,6.48,3
0.29,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.29-41,37.89,3
1.0,2.2,0,1,minic2d,36,70,0,0.0,70-2.2-3-0-0-1.0-29,22.08,3
0.77,2.2,0,,cachet,36,70,0,1.29973e-10,70-2.2-3-0-0-0.77-57,3.72,3
0.78,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.78-18,26.05,3
0.54,2.2,0,,d4,35,70,0,7.653473e-11,70-2.2-3-0-0-0.54-53,55.67,3
0.3,2.2,0,,dpmc,35,70,0,9.25632e-12,70-2.2-3-0-0-0.3-79,186.38,3
0.28,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.28-67,22.6,3
0.85,2.2,0,,c2d,35,70,0,2.196491e-10,70-2.2-3-0-0-0.85-87,50.43,3
0.17,2.2,0,,c2d,37,70,0,5.555292e-11,70-2.2-3-0-0-0.17-33,31.41,3
0.8,2.2,0,,d4,35,70,0,2.393511e-09,70-2.2-3-0-0-0.8-20,138.24,3
0.39,2.2,0,,d4,36,70,0,1.598734e-09,70-2.2-3-0-0-0.39-5,129.91,3
0.85,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.85-19,61.07,3
0.7,2.2,0,,dpmc,36,70,0,1.07307e-09,70-2.2-3-0-0-0.7-86,325.74,3
0.88,2.2,0,,cachet,36,70,0,1.80185e-09,70-2.2-3-0-0-0.88-18,8.7,3
0.75,2.2,0,,cachet,35,70,0,3.9466e-10,70-2.2-3-0-0-0.75-78,5.3,3
0.19,2.2,0,,dpmc,39,70,0,,70-2.2-3-0-0-0.19-70,500.46,3
0.69,2.2,0,,c2d,34,70,0,6.825121e-11,70-2.2-3-0-0-0.69-9,16.61,3
0.43,2.2,0,,dpmc,38,70,0,,70-2.2-3-0-0-0.43-45,500.44,3
0.49,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.49-72,5.59,3
0.65,2.2,0,,dpmc,35,70,0,3.8286e-10,70-2.2-3-0-0-0.65-61,203.29,3
0.0,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.0-37,284.99,3
0.63,2.2,0,,d4,37,70,0,2.588369e-10,70-2.2-3-0-0-0.63-11,120.78,3
0.24,2.2,0,,d4,35,70,0,1.113509e-13,70-2.2-3-0-0-0.24-62,89.35,3
0.22,2.2,0,,cachet,35,70,0,1.04677e-10,70-2.2-3-0-0-0.22-62,8.43,3
0.12,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.12-68,439.47,3
0.42,2.2,0,,d4,38,70,0,,70-2.2-3-0-0-0.42-9,418.48,3
0.84,2.2,0,,dpmc,36,70,0,4.59305e-10,70-2.2-3-0-0-0.84-23,269.43,3
0.37,2.2,0,,c2d,36,70,0,1.469328e-08,70-2.2-3-0-0-0.37-25,96.58,3
0.91,2.2,0,,c2d,34,70,0,1.102225e-09,70-2.2-3-0-0-0.91-73,19.76,3
0.0,2.2,0,,cachet,35,70,0,1.42447e-11,70-2.2-3-0-0-0.0-48,19.02,3
0.05,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.05-57,47.69,3
0.79,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.79-44,14.85,3
0.86,2.2,0,,dpmc,37,70,0,,70-2.2-3-0-0-0.86-39,500.45,3
0.12,2.2,0,,c2d,37,70,0,4.864251e-11,70-2.2-3-0-0-0.12-32,61.24,3
0.6,2.2,0,,c2d,35,70,0,1.795019e-09,70-2.2-3-0-0-0.6-41,123.58,3
0.69,2.2,0,,d4,36,70,0,9.880992e-11,70-2.2-3-0-0-0.69-25,58.08,3
0.3,2.2,0,,c2d,37,70,0,5.643799e-11,70-2.2-3-0-0-0.3-72,93.46000000000001,3
0.76,2.2,0,,dpmc,35,70,0,3.70323e-10,70-2.2-3-0-0-0.76-9,190.64,3
0.94,2.2,0,,dpmc,36,70,0,1.12541e-09,70-2.2-3-0-0-0.94-80,371.89,3
0.07,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.07-92,297.96,3
0.67,2.2,0,,cachet,34,70,0,2.69332e-10,70-2.2-3-0-0-0.67-75,3.99,3
0.3,2.2,0,,d4,40,70,0,,70-2.2-3-0-0-0.3-23,224.91,3
0.79,2.2,0,,cachet,35,70,0,1.21162e-09,70-2.2-3-0-0-0.79-75,5.64,3
0.45,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.45-9,39.88,3
0.57,2.2,0,,dpmc,36,70,0,3.13524e-10,70-2.2-3-0-0-0.57-64,416.31,3
0.7,2.2,0,,dpmc,36,70,0,1.68551e-10,70-2.2-3-0-0-0.7-74,181.78,3
0.32,2.2,0,,cachet,35,70,0,1.87956e-11,70-2.2-3-0-0-0.32-70,9.07,3
0.47,2.2,0,,d4,34,70,0,1.043807e-09,70-2.2-3-0-0-0.47-52,111.15,3
0.07,2.2,0,,d4,36,70,0,7.936949e-10,70-2.2-3-0-0-0.07-24,128.79,3
0.86,2.2,0,,c2d,36,70,0,4.342253e-10,70-2.2-3-0-0-0.86-66,40.81,3
0.64,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.64-11,20.54,3
0.36,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.36-6,8.58,3
0.53,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.53-37,34.29,3
0.4,2.2,0,,dpmc,35,70,0,1.63337e-11,70-2.2-3-0-0-0.4-97,213.98,3
0.86,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.86-83,4.92,3
0.4,2.2,0,,cachet,36,70,0,6.47874e-12,70-2.2-3-0-0-0.4-92,4.75,3
0.75,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.75-29,400.0,3
0.83,2.2,0,,cachet,34,70,0,6.15524e-10,70-2.2-3-0-0-0.83-32,11.03,3
0.77,2.2,0,,d4,37,70,0,3.761776e-10,70-2.2-3-0-0-0.77-47,98.82,3
0.52,2.2,0,,dpmc,34,70,0,7.90988e-11,70-2.2-3-0-0-0.52-28,195.82,3
0.13,2.2,0,,cachet,36,70,0,3.1057e-11,70-2.2-3-0-0-0.13-78,8.81,3
0.71,2.2,0,,c2d,36,70,0,9.402919e-11,70-2.2-3-0-0-0.71-34,29.09,3
0.12,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.12-43,44.75,3
0.24,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.24-74,126.42,3
0.13,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.13-31,21.97,3
0.85,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.85-73,44.54,3
0.27,2.2,0,,cachet,35,70,0,1.8229e-12,70-2.2-3-0-0-0.27-51,2.04,3
0.14,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.14-3,513.14,3
0.43,2.2,0,,cachet,36,70,0,3.42128e-10,70-2.2-3-0-0-0.43-42,4.62,3
0.62,2.2,0,,d4,34,70,0,,70-2.2-3-0-0-0.62-25,253.83,3
0.51,2.2,0,,cachet,37,70,0,1.14827e-10,70-2.2-3-0-0-0.51-51,6.25,3
0.41,2.2,0,,d4,35,70,0,1.110701e-11,70-2.2-3-0-0-0.41-21,139.42000000000002,3
0.51,2.2,0,,cachet,37,70,0,4.34851e-11,70-2.2-3-0-0-0.51-59,3.98,3
0.38,2.2,0,,dpmc,36,70,0,3.30139e-10,70-2.2-3-0-0-0.38-39,208.47,3
0.31,2.2,0,,dpmc,38,70,0,,70-2.2-3-0-0-0.31-39,500.61,3
0.25,2.2,0,,d4,34,70,0,2.297653e-11,70-2.2-3-0-0-0.25-56,120.32,3
0.01,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.01-33,9.1,3
0.47,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.47-93,25.8,3
0.1,2.2,0,,d4,39,70,0,,70-2.2-3-0-0-0.1-38,445.48,3
0.85,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.85-89,165.94,3
0.03,2.2,0,,cachet,36,70,0,1.76613e-10,70-2.2-3-0-0-0.03-46,6.91,3
0.03,2.2,0,,dpmc,37,70,0,,70-2.2-3-0-0-0.03-91,500.5,3
0.9,2.2,0,,c2d,34,70,0,2.018194e-09,70-2.2-3-0-0-0.9-66,55.13,3
0.46,2.2,0,,cachet,35,70,0,1.17747e-09,70-2.2-3-0-0-0.46-40,6.07,3
0.0,2.2,0,,cachet,37,70,0,2.46607e-11,70-2.2-3-0-0-0.0-73,9.45,3
0.77,2.2,0,,c2d,35,70,0,5.176551e-11,70-2.2-3-0-0-0.77-87,11.7,3
0.83,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.83-16,37.76,3
0.92,2.2,0,,cachet,34,70,0,4.52177e-10,70-2.2-3-0-0-0.92-58,5.31,3
0.94,2.2,0,,d4,36,70,0,1.059482e-09,70-2.2-3-0-0-0.94-68,64.24,3
0.46,2.2,0,,d4,38,70,0,5.095634e-12,70-2.2-3-0-0-0.46-74,155.03,3
0.11,2.2,0,,cachet,37,70,0,6.94898e-12,70-2.2-3-0-0-0.11-77,3.24,3
0.04,2.2,0,,d4,37,70,0,4.603585e-11,70-2.2-3-0-0-0.04-44,55.19,3
0.88,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.88-83,21.78,3
0.01,2.2,0,,c2d,34,70,0,2.888947e-11,70-2.2-3-0-0-0.01-77,26.14,3
0.8,2.2,0,,cachet,35,70,0,9.70824e-11,70-2.2-3-0-0-0.8-42,1.52,3
0.5,2.2,0,,c2d,36,70,0,3.43993e-10,70-2.2-3-0-0-0.5-91,19.3,3
0.43,2.2,0,,dpmc,38,70,0,8.26452e-10,70-2.2-3-0-0-0.43-97,403.5,3
0.3,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.3-51,15.05,3
0.58,2.2,0,,d4,36,70,0,2.267532e-10,70-2.2-3-0-0-0.58-93,96.75,3
0.4,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.4-72,36.15,3
0.39,2.2,0,,dpmc,36,70,0,9.4887e-11,70-2.2-3-0-0-0.39-11,470.9,3
0.05,2.2,0,,cachet,34,70,0,1.78679e-11,70-2.2-3-0-0-0.05-96,4.5,3
0.86,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.86-12,11.37,3
0.54,2.2,0,,dpmc,37,70,0,6.41853e-12,70-2.2-3-0-0-0.54-56,288.01,3
0.93,2.2,0,,cachet,33,70,0,6.84925e-11,70-2.2-3-0-0-0.93-71,8.66,3
0.79,2.2,0,,dpmc,35,70,0,2.05371e-09,70-2.2-3-0-0-0.79-13,93.53999999999999,3
0.27,2.2,0,,cachet,35,70,0,9.54346e-11,70-2.2-3-0-0-0.27-73,5.01,3
0.2,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.2-98,364.31,3
0.2,2.2,0,,cachet,35,70,0,1.05324e-10,70-2.2-3-0-0-0.2-20,4.65,3
0.27,2.2,0,,dpmc,36,70,0,,70-2.2-3-0-0-0.27-35,500.52,3
0.04,2.2,0,,cachet,35,70,0,8.35771e-12,70-2.2-3-0-0-0.04-2,1.18,3
0.93,2.2,0,,c2d,35,70,0,5.612942e-11,70-2.2-3-0-0-0.93-66,25.44,3
0.82,2.2,0,,d4,36,70,0,2.110103e-10,70-2.2-3-0-0-0.82-8,151.26,3
0.47,2.2,0,,c2d,35,70,0,2.783557e-11,70-2.2-3-0-0-0.47-37,9.73,3
0.75,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.75-4,288.45,3
0.55,2.2,0,,dpmc,35,70,0,4.46305e-09,70-2.2-3-0-0-0.55-56,136.34,3
0.73,2.2,0,,cachet,34,70,0,2.47045e-11,70-2.2-3-0-0-0.73-65,2.6,3
0.7,2.2,0,,c2d,35,70,0,4.988811e-09,70-2.2-3-0-0-0.7-49,95.22999999999999,3
0.32,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.32-72,31.88,3
0.62,2.2,0,,dpmc,37,70,0,,70-2.2-3-0-0-0.62-16,500.63,3
0.28,2.2,0,,dpmc,36,70,0,4.1331e-10,70-2.2-3-0-0-0.28-37,283.6,3
0.19,2.2,0,,d4,38,70,0,5.025941e-12,70-2.2-3-0-0-0.19-7,137.4,3
0.13,2.2,0,,c2d,34,70,0,3.997622e-11,70-2.2-3-0-0-0.13-76,85.9,3
0.91,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.91-2,67.64,3
0.98,2.2,0,,c2d,37,70,0,4.587391e-11,70-2.2-3-0-0-0.98-59,53.35,3
0.99,2.2,0,,c2d,38,70,0,,70-2.2-3-0-0-0.99-42,153.19,3
0.92,2.2,0,,c2d,34,70,0,4.872449e-10,70-2.2-3-0-0-0.92-68,37.15,3
0.2,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.2-39,130.68,3
0.64,2.2,0,,c2d,34,70,0,1.300106e-09,70-2.2-3-0-0-0.64-56,55.45,3
0.69,2.2,0,,c2d,36,70,0,,70-2.2-3-0-0-0.69-61,103.99000000000001,3
0.64,2.2,0,,d4,37,70,0,1.092454e-09,70-2.2-3-0-0-0.64-98,73.6,3
0.31,2.2,0,,dpmc,37,70,0,,70-2.2-3-0-0-0.31-15,500.67,3
0.49,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.49-63,27.24,3
0.66,2.2,0,,d4,35,70,0,2.059531e-11,70-2.2-3-0-0-0.66-9,86.32,3
0.37,2.2,0,,dpmc,37,70,0,9.13042e-12,70-2.2-3-0-0-0.37-78,292.76,3
0.74,2.2,0,,dpmc,36,70,0,4.43737e-10,70-2.2-3-0-0-0.74-47,201.72,3
0.34,2.2,0,,dpmc,36,70,0,,70-2.2-3-0-0-0.34-43,500.89,3
0.1,2.2,0,,cachet,38,70,0,1.57581e-10,70-2.2-3-0-0-0.1-31,11.25,3
0.25,2.2,0,,d4,35,70,0,2.101913e-10,70-2.2-3-0-0-0.25-82,112.66,3
0.66,2.2,0,,c2d,36,70,0,2.205835e-10,70-2.2-3-0-0-0.66-12,44.18,3
0.07,2.2,0,,cachet,36,70,0,1.42425e-11,70-2.2-3-0-0-0.07-47,9.49,3
0.07,2.2,0,,c2d,33,70,0,2.570013e-11,70-2.2-3-0-0-0.07-31,29.04,3
0.32,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.32-20,353.40999999999997,3
0.28,2.2,0,,d4,36,70,0,2.560023e-11,70-2.2-3-0-0-0.28-39,74.26,3
0.85,2.2,0,,d4,35,70,0,4.084968e-10,70-2.2-3-0-0-0.85-72,50.69,3
0.18,2.2,0,,dpmc,36,70,0,,70-2.2-3-0-0-0.18-25,500.59,3
0.39,2.2,0,,d4,35,70,0,8.597067e-12,70-2.2-3-0-0-0.39-94,145.4,3
0.5,2.2,0,,c2d,36,70,0,2.166782e-11,70-2.2-3-0-0-0.5-30,40.79,3
0.99,2.2,0,,d4,36,70,0,1.258213e-09,70-2.2-3-0-0-0.99-36,80.88,3
0.25,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.25-93,19.79,3
0.49,2.2,0,,cachet,36,70,0,8.785e-10,70-2.2-3-0-0-0.49-70,3.71,3
0.97,2.2,0,,d4,36,70,0,5.812345e-10,70-2.2-3-0-0-0.97-74,122.45,3
0.62,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.62-93,11.49,3
0.82,2.2,0,,c2d,35,70,0,6.377208e-10,70-2.2-3-0-0-0.82-40,33.2,3
0.71,2.2,0,,dpmc,37,70,0,3.64994e-09,70-2.2-3-0-0-0.71-77,305.19,3
0.56,2.2,0,,c2d,37,70,0,,70-2.2-3-0-0-0.56-48,329.99,3
0.24,2.2,0,,d4,35,70,0,1.79118e-11,70-2.2-3-0-0-0.24-15,89.95,3
0.37,2.2,0,,dpmc,35,70,0,3.50613e-11,70-2.2-3-0-0-0.37-52,62.98,3
0.52,2.2,0,,c2d,37,70,0,1.735484e-10,70-2.2-3-0-0-0.52-85,46.63,3
0.02,2.2,0,,cachet,36,70,0,1.11271e-10,70-2.2-3-0-0-0.02-59,3.07,3
0.05,2.2,0,,cachet,35,70,0,1.18471e-11,70-2.2-3-0-0-0.05-4,3.83,3
0.42,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.42-73,18.09,3
0.47,2.2,0,,cachet,35,70,0,5.12927e-11,70-2.2-3-0-0-0.47-46,8.86,3
0.35,2.2,0,,d4,35,70,0,3.328274e-12,70-2.2-3-0-0-0.35-35,92.53,3
0.9,2.2,0,,d4,35,70,0,2.590488e-10,70-2.2-3-0-0-0.9-69,96.52000000000001,3
0.56,2.2,0,,cachet,36,70,0,3.25087e-11,70-2.2-3-0-0-0.56-60,6.86,3
0.69,2.2,0,,cachet,36,70,0,2.1276e-09,70-2.2-3-0-0-0.69-72,17.52,3
0.24,2.2,0,,c2d,35,70,0,,70-2.2-3-0-0-0.24-36,190.78,3
0.41,2.2,0,,dpmc,35,70,0,6.12268e-09,70-2.2-3-0-0-0.41-17,326.55,3
0.67,2.2,0,,dpmc,36,70,0,3.95742e-11,70-2.2-3-0-0-0.67-85,272.03,3
0.65,2.2,0,,c2d,36,70,0,5.52941e-10,70-2.2-3-0-0-0.65-66,39.29,3
0.69,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.69-56,14.62,3
0.44,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.44-25,269.61,3
0.18,2.2,0,,d4,36,70,0,1.098995e-11,70-2.2-3-0-0-0.18-11,97.15,3
0.36,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.36-12,166.0,3
0.09,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.09-77,101.81,3
0.43,2.2,0,,c2d,35,70,0,7.58252e-10,70-2.2-3-0-0-0.43-66,41.93,3
0.67,2.2,0,,c2d,35,70,0,3.136986e-10,70-2.2-3-0-0-0.67-58,34.97,3
0.89,2.2,0,,dpmc,38,70,0,5.84744e-10,70-2.2-3-0-0-0.89-63,326.48,3
0.81,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.81-68,49.14,3
0.56,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.56-77,28.55,3
0.36,2.2,0,,dpmc,36,70,0,1.87054e-10,70-2.2-3-0-0-0.36-36,147.05,3
0.04,2.2,0,,cachet,36,70,0,1.98064e-11,70-2.2-3-0-0-0.04-35,4.97,3
0.03,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.03-13,384.11,3
0.16,2.2,0,,dpmc,38,70,0,3.35418e-10,70-2.2-3-0-0-0.16-35,459.79,3
