literal_factor,algorithm,clause_factor,prop_equal,treewidth,prop_deterministic,num_variables,answer,instance,time,sat,repetitiveness
3,minic2d,2.2,0,34,0.73,70,0.0,70-2.2-3-0-0.73-0-97,16.1,,0
3,d4,2.2,0,36,0.41,70,,70-2.2-3-0-0.41-0-91,486.86,,0
3,dpmc,2.2,0,38,0.77,70,0,70-2.2-3-0-0.77-0-92,0.5,,0
3,cachet,2.2,0,36,0.26,70,1.36168e-17,70-2.2-3-0-0.26-0-85,5.4,,0
3,c2d,2.2,0,36,0.51,70,0.0,70-2.2-3-0-0.51-0-59,56.35,,0
3,d4,2.2,0,35,0.44,70,0.0,70-2.2-3-0-0.44-0-25,93.38,,0
3,d4,2.2,0,36,0.86,70,0.0,70-2.2-3-0-0.86-0-40,75.36,,0
3,dpmc,2.2,0,34,0.11,70,0,70-2.2-3-0-0.11-0-54,29.29,,0
3,cachet,2.2,0,36,0.81,70,0,70-2.2-3-0-0.81-0-96,14.49,,0
3,d4,2.2,0,36,0.49,70,0.0,70-2.2-3-0-0.49-0-46,115.97999999999999,,0
3,cachet,2.2,0,36,0.52,70,0,70-2.2-3-0-0.52-0-6,8.74,,0
3,d4,2.2,0,37,0.06,70,3.926297e-12,70-2.2-3-0-0.06-0-42,94.94,,0
3,d4,2.2,0,35,0.82,70,,70-2.2-3-0-0.82-0-75,300.01,,0
3,cachet,2.2,0,36,0.99,70,0,70-2.2-3-0-0.99-0-95,5.95,,0
3,minic2d,2.2,0,36,0.29,70,0.0,70-2.2-3-0-0.29-0-88,13.59,,0
3,minic2d,2.2,0,36,0.56,70,0.0,70-2.2-3-0-0.56-0-98,28.58,,0
3,dpmc,2.2,0,37,0.61,70,0,70-2.2-3-0-0.61-0-5,0.36,,0
3,c2d,2.2,0,36,0.23,70,0.0,70-2.2-3-0-0.23-0-44,28.02,,0
3,d4,2.2,0,35,0.64,70,0.0,70-2.2-3-0-0.64-0-50,94.74000000000001,,0
3,d4,2.2,0,36,0.45,70,0.0,70-2.2-3-0-0.45-0-36,126.74,,0
3,d4,2.2,0,35,0.44,70,0.0,70-2.2-3-0-0.44-0-92,89.44,,0
3,dpmc,2.2,0,32,0.86,70,0,70-2.2-3-0-0.86-0-5,0.06,,0
3,minic2d,2.2,0,34,0.94,70,0.0,70-2.2-3-0-0.94-0-84,1.26,,0
3,dpmc,2.2,0,36,0.24,70,0,70-2.2-3-0-0.24-0-29,5.8,,0
3,d4,2.2,0,38,0.93,70,,70-2.2-3-0-0.93-0-86,159.92000000000002,,0
3,cachet,2.2,0,35,0.84,70,0,70-2.2-3-0-0.84-0-87,5.62,,0
3,d4,2.2,0,37,0.95,70,,70-2.2-3-0-0.95-0-63,123.36,,0
3,c2d,2.2,0,37,1.0,70,0.0,70-2.2-3-0-1.0-0-13,81.75,1,0
3,minic2d,2.2,0,38,0.87,70,0.0,70-2.2-3-0-0.87-0-85,31.64,,0
3,minic2d,2.2,0,36,0.47,70,0.0,70-2.2-3-0-0.47-0-46,84.17,,0
3,dpmc,2.2,0,36,0.6,70,0,70-2.2-3-0-0.6-0-61,0.07,,0
3,cachet,2.2,0,34,0.22,70,0,70-2.2-3-0-0.22-0-72,7.9,,0
3,minic2d,2.2,0,36,0.26,70,0.0,70-2.2-3-0-0.26-0-30,7.14,,0
3,dpmc,2.2,0,33,0.81,70,0,70-2.2-3-0-0.81-0-69,0.07,,0
3,d4,2.2,0,36,0.99,70,,70-2.2-3-0-0.99-0-13,294.27,,0
3,dpmc,2.2,0,37,0.41,70,0,70-2.2-3-0-0.41-0-2,6.33,,0
3,d4,2.2,0,37,0.5,70,0.0,70-2.2-3-0-0.5-0-29,81.85,,0
3,minic2d,2.2,0,37,0.9,70,0.0,70-2.2-3-0-0.9-0-57,21.08,,0
3,d4,2.2,0,35,0.48,70,,70-2.2-3-0-0.48-0-43,134.47,,0
3,minic2d,2.2,0,35,0.05,70,0.0,70-2.2-3-0-0.05-0-44,26.66,,0
3,cachet,2.2,0,37,0.25,70,0,70-2.2-3-0-0.25-0-33,5.73,,0
3,c2d,2.2,0,36,0.69,70,0.0,70-2.2-3-0-0.69-0-95,63.29,,0
3,dpmc,2.2,0,35,0.7,70,0,70-2.2-3-0-0.7-0-80,0.09,,0
3,d4,2.2,0,36,0.23,70,6.722579e-16,70-2.2-3-0-0.23-0-26,113.65,,0
3,dpmc,2.2,0,36,0.4,70,0,70-2.2-3-0-0.4-0-47,1.67,,0
3,cachet,2.2,0,34,0.84,70,0,70-2.2-3-0-0.84-0-71,10.91,,0
3,cachet,2.2,0,37,0.77,70,0,70-2.2-3-0-0.77-0-25,3.34,,0
3,cachet,2.2,0,35,0.96,70,0,70-2.2-3-0-0.96-0-96,1.89,,0
3,minic2d,2.2,0,36,0.99,70,0.0,70-2.2-3-0-0.99-0-73,22.6,,0
3,dpmc,2.2,0,37,0.95,70,0,70-2.2-3-0-0.95-0-18,0.06,,0
3,c2d,2.2,0,35,0.69,70,0.0,70-2.2-3-0-0.69-0-4,20.84,,0
3,minic2d,2.2,0,37,0.78,70,0.0,70-2.2-3-0-0.78-0-25,5.95,,0
3,cachet,2.2,0,36,0.5,70,0,70-2.2-3-0-0.5-0-55,5.25,,0
3,d4,2.2,0,36,0.97,70,0.0,70-2.2-3-0-0.97-0-38,113.38,,0
3,d4,2.2,0,36,0.44,70,,70-2.2-3-0-0.44-0-95,457.35,,0
3,c2d,2.2,0,37,0.89,70,,70-2.2-3-0-0.89-0-39,165.66,,0
3,d4,2.2,0,36,0.11,70,3.883357e-13,70-2.2-3-0-0.11-0-32,53.82,,0
3,minic2d,2.2,0,38,0.95,70,0.0,70-2.2-3-0-0.95-0-26,43.89,,0
3,c2d,2.2,0,37,0.63,70,0.0,70-2.2-3-0-0.63-0-50,32.75,,0
3,d4,2.2,0,37,0.31,70,,70-2.2-3-0-0.31-0-2,233.74,,0
3,cachet,2.2,0,36,0.46,70,0,70-2.2-3-0-0.46-0-94,5.72,,0
3,c2d,2.2,0,36,0.95,70,0.0,70-2.2-3-0-0.95-0-9,63.14,,0
3,cachet,2.2,0,36,0.96,70,0,70-2.2-3-0-0.96-0-34,4.61,,0
3,minic2d,2.2,0,36,0.72,70,0.0,70-2.2-3-0-0.72-0-88,10.61,,0
3,d4,2.2,0,37,0.98,70,0.0,70-2.2-3-0-0.98-0-93,107.88,,0
3,d4,2.2,0,36,0.76,70,,70-2.2-3-0-0.76-0-37,343.57,,0
3,minic2d,2.2,0,36,0.66,70,0.0,70-2.2-3-0-0.66-0-87,26.4,,0
3,minic2d,2.2,0,39,0.79,70,0.0,70-2.2-3-0-0.79-0-2,11.33,,0
3,c2d,2.2,0,34,0.67,70,0.0,70-2.2-3-0-0.67-0-33,54.76,,0
3,dpmc,2.2,0,36,0.78,70,0,70-2.2-3-0-0.78-0-83,0.05,,0
3,dpmc,2.2,0,35,0.72,70,0,70-2.2-3-0-0.72-0-25,0.06,,0
3,d4,2.2,0,38,0.5,70,,70-2.2-3-0-0.5-0-80,253.49,,0
3,c2d,2.2,0,37,0.98,70,0.0,70-2.2-3-0-0.98-0-93,51.25,,0
3,cachet,2.2,0,36,0.51,70,0,70-2.2-3-0-0.51-0-18,2.31,,0
3,c2d,2.2,0,36,0.95,70,,70-2.2-3-0-0.95-0-60,202.89,,0
3,minic2d,2.2,0,36,0.74,70,0.0,70-2.2-3-0-0.74-0-92,12.36,,0
3,dpmc,2.2,0,37,0.85,70,0,70-2.2-3-0-0.85-0-35,0.13,,0
3,dpmc,2.2,0,35,0.1,70,0,70-2.2-3-0-0.1-0-79,41.59,,0
3,cachet,2.2,0,34,0.87,70,0,70-2.2-3-0-0.87-0-5,2.53,,0
3,dpmc,2.2,0,38,0.13,70,0,70-2.2-3-0-0.13-0-33,395.33,,0
3,minic2d,2.2,0,38,0.72,70,0.0,70-2.2-3-0-0.72-0-64,12.02,,0
3,cachet,2.2,0,35,0.29,70,2.64773e-10,70-2.2-3-0-0.29-0-58,12.75,,0
3,c2d,2.2,0,34,0.66,70,0.0,70-2.2-3-0-0.66-0-91,36.77,,0
3,c2d,2.2,0,35,0.61,70,0.0,70-2.2-3-0-0.61-0-11,31.0,,0
3,dpmc,2.2,0,35,0.06,70,0,70-2.2-3-0-0.06-0-58,402.15999999999997,,0
3,dpmc,2.2,0,36,0.27,70,0,70-2.2-3-0-0.27-0-71,20.46,,0
3,minic2d,2.2,0,37,0.6,70,0.0,70-2.2-3-0-0.6-0-5,12.1,,0
3,cachet,2.2,0,36,0.59,70,0,70-2.2-3-0-0.59-0-1,16.61,,0
3,dpmc,2.2,0,36,0.15,70,0,70-2.2-3-0-0.15-0-70,19.81,,0
3,dpmc,2.2,0,36,0.78,70,0,70-2.2-3-0-0.78-0-2,0.09,,0
3,cachet,2.2,0,36,0.6,70,0,70-2.2-3-0-0.6-0-75,8.37,,0
3,dpmc,2.2,0,35,0.59,70,0,70-2.2-3-0-0.59-0-9,0.35,,0
3,dpmc,2.2,0,36,0.38,70,0,70-2.2-3-0-0.38-0-44,0.61,,0
3,d4,2.2,0,39,0.01,70,,70-2.2-3-0-0.01-0-30,473.32,,0
3,d4,2.2,0,35,0.14,70,1.129969e-11,70-2.2-3-0-0.14-0-81,96.87,,0
3,minic2d,2.2,0,36,0.18,70,0.0,70-2.2-3-0-0.18-0-60,19.07,,0
3,dpmc,2.2,0,37,0.21,70,6.43577e-11,70-2.2-3-0-0.21-0-50,283.48,,0
3,d4,2.2,0,35,0.37,70,,70-2.2-3-0-0.37-0-74,342.29,,0
3,cachet,2.2,0,35,0.64,70,0,70-2.2-3-0-0.64-0-17,5.51,,0
3,minic2d,2.2,0,38,0.64,70,0.0,70-2.2-3-0-0.64-0-40,27.93,,0
3,dpmc,2.2,0,36,0.11,70,8.35849e-11,70-2.2-3-0-0.11-0-11,82.47,,0
3,minic2d,2.2,0,37,1.0,70,0.0,70-2.2-3-0-1.0-0-54,11.28,1,0
3,cachet,2.2,0,37,0.84,70,0,70-2.2-3-0-0.84-0-12,9.63,,0
3,d4,2.2,0,36,0.42,70,,70-2.2-3-0-0.42-0-34,348.65,,0
3,dpmc,2.2,0,35,0.74,70,0,70-2.2-3-0-0.74-0-100,0.18,,0
3,c2d,2.2,0,37,0.05,70,1.227206e-08,70-2.2-3-0-0.05-0-95,90.03,,0
3,c2d,2.2,0,36,0.61,70,,70-2.2-3-0-0.61-0-35,153.37,,0
3,d4,2.2,0,37,0.35,70,,70-2.2-3-0-0.35-0-52,156.85,,0
3,minic2d,2.2,0,37,0.01,70,0.0,70-2.2-3-0-0.01-0-65,17.05,,0
3,minic2d,2.2,0,35,0.38,70,0.0,70-2.2-3-0-0.38-0-67,9.93,,0
3,d4,2.2,0,35,0.91,70,0.0,70-2.2-3-0-0.91-0-63,29.4,,0
3,minic2d,2.2,0,37,0.65,70,0.0,70-2.2-3-0-0.65-0-17,6.94,,0
3,cachet,2.2,0,35,0.2,70,9.04255e-13,70-2.2-3-0-0.2-0-18,22.24,,0
3,cachet,2.2,0,34,0.44,70,0,70-2.2-3-0-0.44-0-14,7.0,,0
3,dpmc,2.2,0,36,0.14,70,0,70-2.2-3-0-0.14-0-76,44.49,,0
3,minic2d,2.2,0,37,0.24,70,0.0,70-2.2-3-0-0.24-0-91,13.72,,0
3,minic2d,2.2,0,35,0.68,70,0.0,70-2.2-3-0-0.68-0-75,4.56,,0
3,minic2d,2.2,0,35,0.64,70,0.0,70-2.2-3-0-0.64-0-44,2.39,,0
3,c2d,2.2,0,35,0.26,70,0.0,70-2.2-3-0-0.26-0-18,36.22,,0
3,d4,2.2,0,36,1.0,70,0.0,70-2.2-3-0-1.0-0-19,123.48,1,0
3,c2d,2.2,0,37,0.18,70,,70-2.2-3-0-0.18-0-47,333.6,,0
3,c2d,2.2,0,33,0.47,70,0.0,70-2.2-3-0-0.47-0-20,39.15,,0
3,cachet,2.2,0,36,0.95,70,0,70-2.2-3-0-0.95-0-16,12.28,,0
3,d4,2.2,0,38,0.75,70,,70-2.2-3-0-0.75-0-46,430.33,,0
3,dpmc,2.2,0,35,0.22,70,1.04562e-12,70-2.2-3-0-0.22-0-14,14.6,,0
3,c2d,2.2,0,34,0.06,70,4.889906e-10,70-2.2-3-0-0.06-0-90,79.2,,0
3,c2d,2.2,0,36,0.66,70,0.0,70-2.2-3-0-0.66-0-27,54.72,,0
3,cachet,2.2,0,36,0.08,70,7.32475e-12,70-2.2-3-0-0.08-0-32,6.9,,0
3,d4,2.2,0,35,0.29,70,0.0,70-2.2-3-0-0.29-0-12,130.84,,0
3,d4,2.2,0,37,0.55,70,0.0,70-2.2-3-0-0.55-0-51,108.37,,0
3,minic2d,2.2,0,34,0.34,70,0.0,70-2.2-3-0-0.34-0-36,6.99,,0
3,cachet,2.2,0,36,0.61,70,0,70-2.2-3-0-0.61-0-44,10.64,,0
3,d4,2.2,0,35,0.49,70,0.0,70-2.2-3-0-0.49-0-10,98.68,,0
3,minic2d,2.2,0,34,0.35,70,0.0,70-2.2-3-0-0.35-0-12,8.4,,0
3,minic2d,2.2,0,38,0.31,70,0.0,70-2.2-3-0-0.31-0-88,42.42,,0
3,minic2d,2.2,0,35,0.65,70,0.0,70-2.2-3-0-0.65-0-77,33.74,,0
3,dpmc,2.2,0,33,0.29,70,0,70-2.2-3-0-0.29-0-15,1.94,,0
3,minic2d,2.2,0,34,0.91,70,0.0,70-2.2-3-0-0.91-0-89,2.01,,0
3,minic2d,2.2,0,36,0.25,70,0.0,70-2.2-3-0-0.25-0-69,35.1,,0
3,d4,2.2,0,36,0.71,70,0.0,70-2.2-3-0-0.71-0-30,91.28999999999999,,0
3,c2d,2.2,0,36,1.0,70,0.0,70-2.2-3-0-1.0-0-85,85.17,1,0
3,d4,2.2,0,36,0.88,70,0.0,70-2.2-3-0-0.88-0-77,130.69,,0
3,cachet,2.2,0,34,0.07,70,2.89642e-13,70-2.2-3-0-0.07-0-29,1.76,,0
3,dpmc,2.2,0,34,0.8,70,0,70-2.2-3-0-0.8-0-18,0.03,,0
3,c2d,2.2,0,34,0.22,70,,70-2.2-3-0-0.22-0-97,89.47,,0
3,minic2d,2.2,0,34,0.46,70,0.0,70-2.2-3-0-0.46-0-40,13.65,,0
3,dpmc,2.2,0,37,0.42,70,0,70-2.2-3-0-0.42-0-39,4.27,,0
3,dpmc,2.2,0,35,0.29,70,0,70-2.2-3-0-0.29-0-6,12.79,,0
3,c2d,2.2,0,36,0.3,70,0.0,70-2.2-3-0-0.3-0-61,7.04,,0
3,cachet,2.2,0,35,0.95,70,0,70-2.2-3-0-0.95-0-25,5.74,,0
3,dpmc,2.2,0,36,0.04,70,1.11788e-10,70-2.2-3-0-0.04-0-24,188.12,,0
3,dpmc,2.2,0,36,0.17,70,0,70-2.2-3-0-0.17-0-75,28.29,,0
3,dpmc,2.2,0,37,0.91,70,0,70-2.2-3-0-0.91-0-84,0.04,,0
3,minic2d,2.2,0,34,0.19,70,0.0,70-2.2-3-0-0.19-0-70,13.92,,0
3,cachet,2.2,0,36,0.02,70,1.47906e-11,70-2.2-3-0-0.02-0-59,4.66,,0
3,d4,2.2,0,33,0.63,70,0.0,70-2.2-3-0-0.63-0-9,81.8,,0
3,dpmc,2.2,0,34,0.47,70,0,70-2.2-3-0-0.47-0-66,0.23,,0
3,cachet,2.2,0,36,0.3,70,0,70-2.2-3-0-0.3-0-67,19.92,,0
3,dpmc,2.2,0,35,0.98,70,0,70-2.2-3-0-0.98-0-52,0.04,,0
3,minic2d,2.2,0,37,0.23,70,0.0,70-2.2-3-0-0.23-0-14,60.06,,0
3,cachet,2.2,0,35,0.76,70,0,70-2.2-3-0-0.76-0-23,8.66,,0
3,cachet,2.2,0,36,0.04,70,6.47967e-11,70-2.2-3-0-0.04-0-14,8.85,,0
3,minic2d,2.2,0,36,0.28,70,0.0,70-2.2-3-0-0.28-0-47,32.51,,0
3,dpmc,2.2,0,35,0.49,70,0,70-2.2-3-0-0.49-0-8,0.82,,0
3,minic2d,2.2,0,38,0.46,70,0.0,70-2.2-3-0-0.46-0-42,39.88,,0
3,c2d,2.2,0,37,0.19,70,3.01296e-11,70-2.2-3-0-0.19-0-35,44.98,,0
3,cachet,2.2,0,34,0.97,70,0,70-2.2-3-0-0.97-0-93,3.22,,0
3,d4,2.2,0,36,0.11,70,,70-2.2-3-0-0.11-0-7,251.42,,0
3,c2d,2.2,0,36,0.83,70,0.0,70-2.2-3-0-0.83-0-57,46.39,,0
3,d4,2.2,0,35,0.0,70,3.858476e-11,70-2.2-3-0-0.0-0-14,99.83,,0
3,dpmc,2.2,0,37,0.28,70,1.22587e-12,70-2.2-3-0-0.28-0-20,21.21,,0
3,d4,2.2,0,36,0.03,70,,70-2.2-3-0-0.03-0-95,145.41,,0
3,d4,2.2,0,34,0.66,70,,70-2.2-3-0-0.66-0-59,285.18,,0
3,d4,2.2,0,36,0.67,70,0.0,70-2.2-3-0-0.67-0-53,79.64,,0
3,c2d,2.2,0,38,0.52,70,0.0,70-2.2-3-0-0.52-0-35,71.56,,0
3,dpmc,2.2,0,37,0.79,70,0,70-2.2-3-0-0.79-0-56,0.06,,0
3,c2d,2.2,0,36,1.0,70,0.0,70-2.2-3-0-1.0-0-21,84.1,1,0
3,dpmc,2.2,0,35,0.31,70,0,70-2.2-3-0-0.31-0-12,5.32,,0
3,cachet,2.2,0,36,0.74,70,0,70-2.2-3-0-0.74-0-76,7.76,,0
3,minic2d,2.2,0,37,0.77,70,0.0,70-2.2-3-0-0.77-0-21,51.77,,0
3,minic2d,2.2,0,37,0.74,70,0.0,70-2.2-3-0-0.74-0-74,10.9,,0
3,minic2d,2.2,0,35,0.14,70,0.0,70-2.2-3-0-0.14-0-65,14.16,,0
3,dpmc,2.2,0,36,0.04,70,0,70-2.2-3-0-0.04-0-61,75.8,,0
3,cachet,2.2,0,35,0.22,70,3.7008e-11,70-2.2-3-0-0.22-0-35,5.28,,0
3,c2d,2.2,0,34,0.9,70,0.0,70-2.2-3-0-0.9-0-74,75.88,,0
3,cachet,2.2,0,34,0.84,70,0,70-2.2-3-0-0.84-0-66,7.29,,0
3,dpmc,2.2,0,35,0.71,70,0,70-2.2-3-0-0.71-0-81,0.09,,0
3,minic2d,2.2,0,36,0.09,70,0.0,70-2.2-3-0-0.09-0-59,71.71000000000001,,0
3,minic2d,2.2,0,37,0.49,70,0.0,70-2.2-3-0-0.49-0-23,22.78,,0
3,dpmc,2.2,0,35,0.39,70,0,70-2.2-3-0-0.39-0-10,1.34,,0
3,cachet,2.2,0,37,0.24,70,2.43908e-09,70-2.2-3-0-0.24-0-5,12.93,,0
3,dpmc,2.2,0,38,0.56,70,0,70-2.2-3-0-0.56-0-85,0.11,,0
3,d4,2.2,0,35,0.78,70,0.0,70-2.2-3-0-0.78-0-21,14.54,,0
3,minic2d,2.2,0,38,0.99,70,0.0,70-2.2-3-0-0.99-0-28,34.2,,0
3,minic2d,2.2,0,34,0.5,70,0.0,70-2.2-3-0-0.5-0-5,17.32,,0
3,dpmc,2.2,0,36,0.29,70,0,70-2.2-3-0-0.29-0-33,3.2,,0
3,cachet,2.2,0,33,0.59,70,0,70-2.2-3-0-0.59-0-100,6.47,,0
3,dpmc,2.2,0,36,0.58,70,0,70-2.2-3-0-0.58-0-12,0.93,,0
3,dpmc,2.2,0,35,0.4,70,0,70-2.2-3-0-0.4-0-31,0.59,,0
3,cachet,2.2,0,36,0.44,70,0,70-2.2-3-0-0.44-0-35,5.16,,0
3,d4,2.2,0,34,0.04,70,,70-2.2-3-0-0.04-0-57,211.57,,0
3,d4,2.2,0,37,0.59,70,0.0,70-2.2-3-0-0.59-0-65,66.13,,0
3,dpmc,2.2,0,36,0.82,70,0,70-2.2-3-0-0.82-0-38,2.71,,0
3,minic2d,2.2,0,36,0.99,70,0.0,70-2.2-3-0-0.99-0-23,44.49,,0
3,c2d,2.2,0,38,0.55,70,,70-2.2-3-0-0.55-0-47,120.66,,0
3,d4,2.2,0,37,0.58,70,0.0,70-2.2-3-0-0.58-0-37,97.6,,0
3,d4,2.2,0,35,0.47,70,0.0,70-2.2-3-0-0.47-0-23,55.81,,0
3,cachet,2.2,0,32,0.25,70,3.80195e-13,70-2.2-3-0-0.25-0-18,4.31,,0
3,cachet,2.2,0,37,0.88,70,0,70-2.2-3-0-0.88-0-59,8.71,,0
3,d4,2.2,0,36,0.15,70,2.492379e-15,70-2.2-3-0-0.15-0-77,131.06,,0
3,c2d,2.2,0,34,0.45,70,0.0,70-2.2-3-0-0.45-0-86,91.05,,0
3,minic2d,2.2,0,37,0.8,70,0.0,70-2.2-3-0-0.8-0-65,41.84,,0
3,dpmc,2.2,0,39,0.23,70,2.20857e-11,70-2.2-3-0-0.23-0-10,5.11,,0
3,cachet,2.2,0,36,0.02,70,2.96785e-13,70-2.2-3-0-0.02-0-78,5.11,,0
3,dpmc,2.2,0,35,0.97,70,0,70-2.2-3-0-0.97-0-72,0.05,,0
3,cachet,2.2,0,38,0.3,70,4.41623e-11,70-2.2-3-0-0.3-0-12,23.81,,0
3,c2d,2.2,0,37,0.74,70,0.0,70-2.2-3-0-0.74-0-66,54.99,,0
3,dpmc,2.2,0,35,0.76,70,0,70-2.2-3-0-0.76-0-71,0.1,,0
3,dpmc,2.2,0,35,0.33,70,0,70-2.2-3-0-0.33-0-56,1.5,,0
3,d4,2.2,0,37,0.26,70,2.078217e-13,70-2.2-3-0-0.26-0-43,122.86,,0
3,d4,2.2,0,34,0.01,70,3.679389e-16,70-2.2-3-0-0.01-0-26,36.07,,0
3,c2d,2.2,0,35,0.77,70,0.0,70-2.2-3-0-0.77-0-57,16.77,,0
3,cachet,2.2,0,35,0.87,70,0,70-2.2-3-0-0.87-0-31,8.02,,0
3,cachet,2.2,0,37,0.52,70,0,70-2.2-3-0-0.52-0-22,5.58,,0
3,cachet,2.2,0,33,0.0,70,1.45243e-10,70-2.2-3-0-0.0-0-57,3.26,,0
3,d4,2.2,0,37,0.97,70,,70-2.2-3-0-0.97-0-9,426.48,,0
3,dpmc,2.2,0,35,0.25,70,0,70-2.2-3-0-0.25-0-36,2.58,,0
3,minic2d,2.2,0,39,0.0,70,0.0,70-2.2-3-0-0.0-0-32,23.9,,0
3,minic2d,2.2,0,34,0.04,70,0.0,70-2.2-3-0-0.04-0-63,12.5,,0
3,d4,2.2,0,33,0.35,70,0.0,70-2.2-3-0-0.35-0-45,42.56,,0
3,d4,2.2,0,36,0.31,70,0.0,70-2.2-3-0-0.31-0-76,49.5,,0
3,cachet,2.2,0,36,0.65,70,0,70-2.2-3-0-0.65-0-95,3.06,,0
3,cachet,2.2,0,37,0.88,70,0,70-2.2-3-0-0.88-0-98,8.82,,0
3,c2d,2.2,0,38,0.79,70,,70-2.2-3-0-0.79-0-6,258.5,,0
3,minic2d,2.2,0,34,0.7,70,0.0,70-2.2-3-0-0.7-0-66,21.4,,0
3,c2d,2.2,0,35,0.05,70,1.132435e-11,70-2.2-3-0-0.05-0-80,64.31,,0
3,d4,2.2,0,34,0.48,70,0.0,70-2.2-3-0-0.48-0-29,94.91,,0
3,dpmc,2.2,0,36,0.64,70,0,70-2.2-3-0-0.64-0-6,0.62,,0
3,dpmc,2.2,0,35,0.08,70,1.59683e-12,70-2.2-3-0-0.08-0-71,108.75,,0
3,dpmc,2.2,0,37,0.5,70,0,70-2.2-3-0-0.5-0-23,1.16,,0
3,d4,2.2,0,35,0.56,70,0.0,70-2.2-3-0-0.56-0-50,64.63,,0
3,c2d,2.2,0,37,0.91,70,0.0,70-2.2-3-0-0.91-0-77,43.11,,0
3,d4,2.2,0,37,0.26,70,1.717427e-12,70-2.2-3-0-0.26-0-70,35.26,,0
3,c2d,2.2,0,35,0.32,70,0.0,70-2.2-3-0-0.32-0-24,40.79,,0
3,d4,2.2,0,35,0.0,70,2.451129e-12,70-2.2-3-0-0.0-0-25,170.81,,0
3,d4,2.2,0,38,0.28,70,,70-2.2-3-0-0.28-0-34,500.49,,0
3,cachet,2.2,0,36,0.23,70,0,70-2.2-3-0-0.23-0-54,13.89,,0
3,dpmc,2.2,0,37,0.0,70,1.05407e-12,70-2.2-3-0-0.0-0-85,327.62,,0
3,dpmc,2.2,0,34,0.7,70,0,70-2.2-3-0-0.7-0-100,0.09,,0
3,dpmc,2.2,0,36,0.86,70,0,70-2.2-3-0-0.86-0-22,0.05,,0
3,cachet,2.2,0,37,0.8,70,0,70-2.2-3-0-0.8-0-50,6.71,,0
3,d4,2.2,0,37,0.25,70,,70-2.2-3-0-0.25-0-52,289.2,,0
3,d4,2.2,0,36,0.0,70,,70-2.2-3-0-0.0-0-7,316.37,,0
3,d4,2.2,0,33,0.54,70,0.0,70-2.2-3-0-0.54-0-5,68.38,,0
3,dpmc,2.2,0,37,0.4,70,0,70-2.2-3-0-0.4-0-91,1.0,,0
3,d4,2.2,0,37,0.5,70,,70-2.2-3-0-0.5-0-86,209.99,,0
3,d4,2.2,0,34,0.16,70,1.619758e-13,70-2.2-3-0-0.16-0-7,56.57,,0
3,c2d,2.2,0,36,0.85,70,0.0,70-2.2-3-0-0.85-0-98,36.1,,0
3,minic2d,2.2,0,36,0.51,70,0.0,70-2.2-3-0-0.51-0-90,66.08,,0
3,minic2d,2.2,0,34,0.35,70,0.0,70-2.2-3-0-0.35-0-80,55.86,,0
3,cachet,2.2,0,37,0.81,70,0,70-2.2-3-0-0.81-0-51,10.35,,0
3,minic2d,2.2,0,36,0.62,70,0.0,70-2.2-3-0-0.62-0-25,10.44,,0
3,d4,2.2,0,38,0.09,70,,70-2.2-3-0-0.09-0-93,360.7,,0
3,dpmc,2.2,0,37,0.65,70,0,70-2.2-3-0-0.65-0-62,0.13,,0
3,cachet,2.2,0,34,0.96,70,0,70-2.2-3-0-0.96-0-94,5.36,,0
3,d4,2.2,0,36,0.19,70,0.0,70-2.2-3-0-0.19-0-40,65.75,,0
3,minic2d,2.2,0,38,0.3,70,0.0,70-2.2-3-0-0.3-0-81,34.47,,0
3,cachet,2.2,0,34,0.52,70,0,70-2.2-3-0-0.52-0-39,6.2,,0
3,minic2d,2.2,0,35,0.55,70,0.0,70-2.2-3-0-0.55-0-27,7.96,,0
3,dpmc,2.2,0,35,0.5,70,0,70-2.2-3-0-0.5-0-93,0.18,,0
3,dpmc,2.2,0,37,0.56,70,0,70-2.2-3-0-0.56-0-36,0.25,,0
3,cachet,2.2,0,38,0.03,70,2.53787e-12,70-2.2-3-0-0.03-0-32,6.5,,0
3,c2d,2.2,0,37,0.33,70,,70-2.2-3-0-0.33-0-44,161.69,,0
3,minic2d,2.2,0,36,0.63,70,0.0,70-2.2-3-0-0.63-0-74,2.64,,0
3,d4,2.2,0,36,0.16,70,2.594535e-22,70-2.2-3-0-0.16-0-62,69.99,,0
3,cachet,2.2,0,33,0.19,70,7.17203e-14,70-2.2-3-0-0.19-0-16,4.65,,0
3,d4,2.2,0,36,0.28,70,,70-2.2-3-0-0.28-0-82,301.07,,0
3,minic2d,2.2,0,37,0.1,70,0.0,70-2.2-3-0-0.1-0-1,34.5,,0
3,dpmc,2.2,0,36,0.42,70,0,70-2.2-3-0-0.42-0-13,0.24,,0
3,cachet,2.2,0,37,0.5,70,0,70-2.2-3-0-0.5-0-83,7.31,,0
3,cachet,2.2,0,34,0.95,70,0,70-2.2-3-0-0.95-0-100,5.36,,0
3,d4,2.2,0,37,0.57,70,,70-2.2-3-0-0.57-0-77,606.86,,0
3,minic2d,2.2,0,36,0.36,70,0.0,70-2.2-3-0-0.36-0-62,7.28,,0
3,c2d,2.2,0,34,0.73,70,0.0,70-2.2-3-0-0.73-0-25,41.96,,0
3,d4,2.2,0,36,0.61,70,,70-2.2-3-0-0.61-0-2,513.94,,0
