literal_factor,algorithm,clause_factor,prop_equal,treewidth,prop_deterministic,num_variables,answer,instance,time,sat,repetitiveness
3,cachet,2.2,0,36,0.74,70,0,70-2.2-3-0-0.74-0-57,4.53,,0
3,d4,2.2,0,37,0.48,70,0.0,70-2.2-3-0-0.48-0-12,106.39,,0
3,d4,2.2,0,35,0.46,70,,70-2.2-3-0-0.46-0-13,144.24,,0
3,cachet,2.2,0,35,0.6,70,0,70-2.2-3-0-0.6-0-37,6.76,,0
3,dpmc,2.2,0,34,0.32,70,0,70-2.2-3-0-0.32-0-13,2.38,,0
3,c2d,2.2,0,35,0.52,70,0.0,70-2.2-3-0-0.52-0-31,77.21000000000001,,0
3,cachet,2.2,0,36,0.4,70,0,70-2.2-3-0-0.4-0-32,8.86,,0
3,c2d,2.2,0,36,0.13,70,3.229566e-12,70-2.2-3-0-0.13-0-53,55.82,,0
3,minic2d,2.2,0,36,0.89,70,0.0,70-2.2-3-0-0.89-0-7,9.08,,0
3,d4,2.2,0,36,0.34,70,0.0,70-2.2-3-0-0.34-0-91,123.75,,0
3,d4,2.2,0,38,0.87,70,0.0,70-2.2-3-0-0.87-0-88,98.17,,0
3,minic2d,2.2,0,34,0.62,70,0.0,70-2.2-3-0-0.62-0-100,41.06,,0
3,d4,2.2,0,37,0.32,70,,70-2.2-3-0-0.32-0-97,216.12,,0
3,dpmc,2.2,0,37,0.98,70,0,70-2.2-3-0-0.98-0-30,0.04,,0
3,minic2d,2.2,0,37,0.3,70,0.0,70-2.2-3-0-0.3-0-17,70.77,,0
3,dpmc,2.2,0,38,0.68,70,0,70-2.2-3-0-0.68-0-63,0.08,,0
3,d4,2.2,0,36,1.0,70,,70-2.2-3-0-1.0-0-46,399.67,1,0
3,dpmc,2.2,0,37,0.94,70,0,70-2.2-3-0-0.94-0-79,0.13,,0
3,minic2d,2.2,0,35,0.33,70,0.0,70-2.2-3-0-0.33-0-59,13.49,,0
3,dpmc,2.2,0,35,0.85,70,0,70-2.2-3-0-0.85-0-45,0.05,,0
3,minic2d,2.2,0,34,0.17,70,0.0,70-2.2-3-0-0.17-0-47,12.4,,0
3,dpmc,2.2,0,38,0.43,70,0,70-2.2-3-0-0.43-0-40,1.78,,0
3,d4,2.2,0,35,0.05,70,,70-2.2-3-0-0.05-0-44,372.58,,0
3,minic2d,2.2,0,36,0.03,70,0.0,70-2.2-3-0-0.03-0-51,35.87,,0
3,d4,2.2,0,39,0.53,70,,70-2.2-3-0-0.53-0-12,372.68,,0
3,dpmc,2.2,0,36,0.25,70,0,70-2.2-3-0-0.25-0-98,5.13,,0
3,dpmc,2.2,0,37,0.11,70,3.21406e-09,70-2.2-3-0-0.11-0-17,408.99,,0
3,d4,2.2,0,37,0.17,70,,70-2.2-3-0-0.17-0-100,265.36,,0
3,dpmc,2.2,0,37,0.49,70,0,70-2.2-3-0-0.49-0-20,0.56,,0
3,minic2d,2.2,0,37,0.2,70,0.0,70-2.2-3-0-0.2-0-82,26.48,,0
3,cachet,2.2,0,35,0.62,70,0,70-2.2-3-0-0.62-0-71,5.72,,0
3,cachet,2.2,0,37,0.48,70,0,70-2.2-3-0-0.48-0-46,13.54,,0
3,dpmc,2.2,0,38,0.17,70,1.0548e-09,70-2.2-3-0-0.17-0-81,36.26,,0
3,dpmc,2.2,0,37,0.92,70,0,70-2.2-3-0-0.92-0-68,0.09,,0
3,c2d,2.2,0,35,0.49,70,0.0,70-2.2-3-0-0.49-0-84,27.05,,0
3,cachet,2.2,0,35,0.36,70,0,70-2.2-3-0-0.36-0-44,3.52,,0
3,cachet,2.2,0,35,0.45,70,0,70-2.2-3-0-0.45-0-48,5.96,,0
3,d4,2.2,0,35,0.99,70,0.0,70-2.2-3-0-0.99-0-29,99.87,,0
3,cachet,2.2,0,35,0.98,70,0,70-2.2-3-0-0.98-0-23,4.51,,0
3,cachet,2.2,0,37,0.19,70,1.30203e-13,70-2.2-3-0-0.19-0-98,8.83,,0
3,c2d,2.2,0,38,0.44,70,,70-2.2-3-0-0.44-0-45,179.49,,0
3,c2d,2.2,0,34,0.1,70,5.666806e-10,70-2.2-3-0-0.1-0-25,97.93,,0
3,c2d,2.2,0,38,0.39,70,0.0,70-2.2-3-0-0.39-0-4,45.05,,0
3,minic2d,2.2,0,36,0.82,70,0.0,70-2.2-3-0-0.82-0-49,15.42,,0
3,minic2d,2.2,0,37,0.09,70,0.0,70-2.2-3-0-0.09-0-45,54.95,,0
3,d4,2.2,0,36,0.66,70,0.0,70-2.2-3-0-0.66-0-55,76.5,,0
3,d4,2.2,0,35,0.02,70,1.88248e-11,70-2.2-3-0-0.02-0-84,95.16,,0
3,c2d,2.2,0,37,0.4,70,0.0,70-2.2-3-0-0.4-0-6,57.4,,0
3,c2d,2.2,0,36,0.63,70,0.0,70-2.2-3-0-0.63-0-81,38.47,,0
3,c2d,2.2,0,34,0.77,70,0.0,70-2.2-3-0-0.77-0-3,21.08,,0
3,dpmc,2.2,0,35,0.5,70,0,70-2.2-3-0-0.5-0-76,0.53,,0
3,dpmc,2.2,0,36,0.29,70,0,70-2.2-3-0-0.29-0-13,2.51,,0
3,cachet,2.2,0,35,0.17,70,1.96416e-12,70-2.2-3-0-0.17-0-71,5.61,,0
3,minic2d,2.2,0,35,0.71,70,0.0,70-2.2-3-0-0.71-0-76,30.28,,0
3,cachet,2.2,0,36,0.78,70,0,70-2.2-3-0-0.78-0-80,7.74,,0
3,minic2d,2.2,0,36,0.8,70,0.0,70-2.2-3-0-0.8-0-58,18.14,,0
3,cachet,2.2,0,36,0.94,70,0,70-2.2-3-0-0.94-0-21,5.57,,0
3,minic2d,2.2,0,36,0.41,70,0.0,70-2.2-3-0-0.41-0-34,34.5,,0
3,c2d,2.2,0,34,0.85,70,0.0,70-2.2-3-0-0.85-0-84,19.56,,0
3,c2d,2.2,0,36,0.85,70,0.0,70-2.2-3-0-0.85-0-37,71.17,,0
3,c2d,2.2,0,37,0.38,70,0.0,70-2.2-3-0-0.38-0-6,77.42,,0
3,d4,2.2,0,34,0.29,70,8.737681e-17,70-2.2-3-0-0.29-0-4,108.74000000000001,,0
3,dpmc,2.2,0,36,0.35,70,0,70-2.2-3-0-0.35-0-81,0.46,,0
3,minic2d,2.2,0,34,0.41,70,0.0,70-2.2-3-0-0.41-0-62,17.08,,0
3,minic2d,2.2,0,36,0.74,70,0.0,70-2.2-3-0-0.74-0-77,30.41,,0
3,minic2d,2.2,0,36,0.73,70,0.0,70-2.2-3-0-0.73-0-14,21.87,,0
3,minic2d,2.2,0,35,0.34,70,0.0,70-2.2-3-0-0.34-0-51,10.02,,0
3,d4,2.2,0,37,0.73,70,0.0,70-2.2-3-0-0.73-0-40,59.47,,0
3,cachet,2.2,0,37,0.02,70,4.30111e-11,70-2.2-3-0-0.02-0-56,14.72,,0
3,c2d,2.2,0,37,0.11,70,6.795562e-12,70-2.2-3-0-0.11-0-21,71.6,,0
3,minic2d,2.2,0,36,0.78,70,0.0,70-2.2-3-0-0.78-0-87,24.8,,0
3,minic2d,2.2,0,34,0.58,70,0.0,70-2.2-3-0-0.58-0-81,9.15,,0
3,dpmc,2.2,0,37,0.34,70,0,70-2.2-3-0-0.34-0-72,0.61,,0
3,dpmc,2.2,0,36,0.02,70,1.42807e-09,70-2.2-3-0-0.02-0-98,280.65999999999997,,0
3,minic2d,2.2,0,37,0.76,70,0.0,70-2.2-3-0-0.76-0-96,4.7,,0
3,minic2d,2.2,0,36,0.62,70,0.0,70-2.2-3-0-0.62-0-45,21.16,,0
3,c2d,2.2,0,35,0.72,70,0.0,70-2.2-3-0-0.72-0-23,32.16,,0
3,d4,2.2,0,35,0.26,70,0.0,70-2.2-3-0-0.26-0-54,47.27,,0
3,minic2d,2.2,0,36,0.22,70,0.0,70-2.2-3-0-0.22-0-94,11.7,,0
3,d4,2.2,0,35,0.88,70,0.0,70-2.2-3-0-0.88-0-7,93.63,,0
3,minic2d,2.2,0,36,0.46,70,0.0,70-2.2-3-0-0.46-0-84,7.85,,0
3,cachet,2.2,0,34,0.77,70,0,70-2.2-3-0-0.77-0-56,2.69,,0
3,dpmc,2.2,0,35,0.97,70,0,70-2.2-3-0-0.97-0-91,0.04,,0
3,minic2d,2.2,0,36,0.24,70,0.0,70-2.2-3-0-0.24-0-84,19.72,,0
3,d4,2.2,0,35,0.7,70,,70-2.2-3-0-0.7-0-80,380.74,,0
3,c2d,2.2,0,36,0.51,70,0.0,70-2.2-3-0-0.51-0-44,49.79,,0
3,dpmc,2.2,0,35,0.6,70,0,70-2.2-3-0-0.6-0-17,0.13,,0
3,dpmc,2.2,0,36,0.26,70,0,70-2.2-3-0-0.26-0-56,24.01,,0
3,dpmc,2.2,0,34,0.86,70,0,70-2.2-3-0-0.86-0-91,0.04,,0
3,c2d,2.2,0,37,0.59,70,0.0,70-2.2-3-0-0.59-0-66,65.86,,0
3,d4,2.2,0,36,0.9,70,0.0,70-2.2-3-0-0.9-0-31,97.9,,0
3,cachet,2.2,0,36,0.86,70,0,70-2.2-3-0-0.86-0-10,8.25,,0
3,cachet,2.2,0,35,0.4,70,0,70-2.2-3-0-0.4-0-70,8.34,,0
3,cachet,2.2,0,34,0.0,70,3.78942e-09,70-2.2-3-0-0.0-0-98,6.62,,0
3,dpmc,2.2,0,35,0.44,70,0,70-2.2-3-0-0.44-0-78,2.99,,0
3,cachet,2.2,0,35,0.67,70,0,70-2.2-3-0-0.67-0-56,4.68,,0
3,d4,2.2,0,35,0.43,70,,70-2.2-3-0-0.43-0-94,332.5,,0
3,cachet,2.2,0,35,0.63,70,0,70-2.2-3-0-0.63-0-48,8.83,,0
3,c2d,2.2,0,35,0.21,70,0.0,70-2.2-3-0-0.21-0-76,28.24,,0
3,minic2d,2.2,0,36,0.15,70,0.0,70-2.2-3-0-0.15-0-32,17.27,,0
3,d4,2.2,0,36,1.0,70,,70-2.2-3-0-1.0-0-85,173.57,1,0
3,dpmc,2.2,0,36,0.78,70,0,70-2.2-3-0-0.78-0-56,0.04,,0
3,minic2d,2.2,0,36,0.84,70,0.0,70-2.2-3-0-0.84-0-22,3.92,,0
3,c2d,2.2,0,34,0.64,70,0.0,70-2.2-3-0-0.64-0-95,22.64,,0
3,minic2d,2.2,0,35,0.81,70,0.0,70-2.2-3-0-0.81-0-86,8.74,,0
3,cachet,2.2,0,36,0.04,70,3.01483e-12,70-2.2-3-0-0.04-0-80,5.67,,0
3,minic2d,2.2,0,37,0.16,70,0.0,70-2.2-3-0-0.16-0-82,14.95,,0
3,minic2d,2.2,0,37,0.39,70,0.0,70-2.2-3-0-0.39-0-35,9.87,,0
3,minic2d,2.2,0,39,0.12,70,0.0,70-2.2-3-0-0.12-0-55,95.6,,0
3,cachet,2.2,0,36,0.58,70,0,70-2.2-3-0-0.58-0-6,12.87,,0
3,dpmc,2.2,0,37,0.21,70,0,70-2.2-3-0-0.21-0-20,18.44,,0
3,dpmc,2.2,0,35,0.39,70,0,70-2.2-3-0-0.39-0-75,7.13,,0
3,cachet,2.2,0,35,0.48,70,0,70-2.2-3-0-0.48-0-22,6.01,,0
3,c2d,2.2,0,37,0.5,70,0.0,70-2.2-3-0-0.5-0-83,46.72,,0
3,dpmc,2.2,0,37,0.22,70,0,70-2.2-3-0-0.22-0-33,10.42,,0
3,d4,2.2,0,34,0.45,70,0.0,70-2.2-3-0-0.45-0-49,32.59,,0
3,d4,2.2,0,35,1.0,70,0.0,70-2.2-3-0-1.0-0-49,104.91,1,0
3,d4,2.2,0,35,0.8,70,0.0,70-2.2-3-0-0.8-0-89,39.31,,0
3,d4,2.2,0,37,0.96,70,,70-2.2-3-0-0.96-0-17,207.35,,0
3,dpmc,2.2,0,37,0.68,70,0,70-2.2-3-0-0.68-0-34,0.38,,0
3,cachet,2.2,0,33,0.71,70,0,70-2.2-3-0-0.71-0-27,1.59,,0
3,d4,2.2,0,38,0.35,70,,70-2.2-3-0-0.35-0-51,392.72,,0
3,c2d,2.2,0,35,0.67,70,0.0,70-2.2-3-0-0.67-0-12,23.71,,0
3,minic2d,2.2,0,36,0.7,70,0.0,70-2.2-3-0-0.7-0-68,5.1,,0
3,c2d,2.2,0,35,0.16,70,2.278944e-12,70-2.2-3-0-0.16-0-93,75.7,,0
3,cachet,2.2,0,36,0.71,70,0,70-2.2-3-0-0.71-0-9,8.19,,0
3,d4,2.2,0,37,0.49,70,,70-2.2-3-0-0.49-0-99,352.49,,0
3,cachet,2.2,0,36,0.48,70,0,70-2.2-3-0-0.48-0-83,13.07,,0
3,dpmc,2.2,0,35,0.16,70,0,70-2.2-3-0-0.16-0-6,7.81,,0
3,dpmc,2.2,0,35,0.16,70,2.27754e-12,70-2.2-3-0-0.16-0-21,35.52,,0
3,d4,2.2,0,35,0.09,70,6.290982e-14,70-2.2-3-0-0.09-0-85,98.21000000000001,,0
3,minic2d,2.2,0,36,0.91,70,0.0,70-2.2-3-0-0.91-0-50,5.34,,0
3,d4,2.2,0,34,0.72,70,,70-2.2-3-0-0.72-0-43,291.42,,0
3,minic2d,2.2,0,36,0.86,70,0.0,70-2.2-3-0-0.86-0-87,11.49,,0
3,dpmc,2.2,0,36,0.32,70,0,70-2.2-3-0-0.32-0-92,14.6,,0
3,cachet,2.2,0,37,1.0,70,0,70-2.2-3-0-1.0-0-24,9.71,1,0
3,c2d,2.2,0,35,0.52,70,0.0,70-2.2-3-0-0.52-0-86,45.92,,0
3,dpmc,2.2,0,36,0.6,70,0,70-2.2-3-0-0.6-0-4,0.06,,0
3,d4,2.2,0,35,0.37,70,8.923006e-12,70-2.2-3-0-0.37-0-93,51.39,,0
3,minic2d,2.2,0,38,0.0,70,0.0,70-2.2-3-0-0.0-0-89,24.05,,0
3,c2d,2.2,0,37,0.27,70,0.0,70-2.2-3-0-0.27-0-30,70.01,,0
3,c2d,2.2,0,38,0.33,70,0.0,70-2.2-3-0-0.33-0-8,91.05,,0
3,minic2d,2.2,0,34,0.62,70,0.0,70-2.2-3-0-0.62-0-72,1.91,,0
3,dpmc,2.2,0,38,0.17,70,0,70-2.2-3-0-0.17-0-37,29.23,,0
3,dpmc,2.2,0,34,0.9,70,0,70-2.2-3-0-0.9-0-21,0.05,,0
3,minic2d,2.2,0,36,0.52,70,0.0,70-2.2-3-0-0.52-0-63,4.66,,0
3,cachet,2.2,0,36,0.95,70,0,70-2.2-3-0-0.95-0-58,10.76,,0
3,dpmc,2.2,0,37,0.35,70,0,70-2.2-3-0-0.35-0-1,4.74,,0
3,d4,2.2,0,37,0.1,70,2.763212e-11,70-2.2-3-0-0.1-0-60,22.71,,0
3,cachet,2.2,0,35,0.27,70,0,70-2.2-3-0-0.27-0-53,4.87,,0
3,cachet,2.2,0,36,0.7,70,0,70-2.2-3-0-0.7-0-11,10.96,,0
3,dpmc,2.2,0,37,0.12,70,0,70-2.2-3-0-0.12-0-21,72.32,,0
3,d4,2.2,0,36,0.13,70,1.148941e-13,70-2.2-3-0-0.13-0-26,40.97,,0
3,c2d,2.2,0,37,0.92,70,0.0,70-2.2-3-0-0.92-0-67,26.35,,0
3,d4,2.2,0,34,0.82,70,,70-2.2-3-0-0.82-0-55,368.49,,0
3,cachet,2.2,0,36,0.72,70,0,70-2.2-3-0-0.72-0-72,5.47,,0
3,dpmc,2.2,0,34,0.32,70,0,70-2.2-3-0-0.32-0-66,5.21,,0
3,cachet,2.2,0,39,0.31,70,1.27448e-16,70-2.2-3-0-0.31-0-5,13.05,,0
3,c2d,2.2,0,34,0.96,70,0.0,70-2.2-3-0-0.96-0-78,27.34,,0
3,dpmc,2.2,0,38,0.62,70,0,70-2.2-3-0-0.62-0-34,0.4,,0
3,dpmc,2.2,0,36,0.95,70,0,70-2.2-3-0-0.95-0-80,0.05,,0
3,minic2d,2.2,0,38,0.51,70,0.0,70-2.2-3-0-0.51-0-5,36.08,,0
3,dpmc,2.2,0,36,0.95,70,0,70-2.2-3-0-0.95-0-88,0.03,,0
3,d4,2.2,0,35,0.65,70,0.0,70-2.2-3-0-0.65-0-33,54.81,,0
3,c2d,2.2,0,38,0.67,70,0.0,70-2.2-3-0-0.67-0-69,82.09,,0
3,d4,2.2,0,38,0.4,70,,70-2.2-3-0-0.4-0-56,377.22,,0
3,c2d,2.2,0,38,0.09,70,4.866424e-13,70-2.2-3-0-0.09-0-13,83.33,,0
3,cachet,2.2,0,33,0.9,70,0,70-2.2-3-0-0.9-0-42,9.9,,0
3,c2d,2.2,0,37,0.85,70,0.0,70-2.2-3-0-0.85-0-80,80.94,,0
3,dpmc,2.2,0,36,0.6,70,0,70-2.2-3-0-0.6-0-31,0.26,,0
3,d4,2.2,0,36,0.91,70,0.0,70-2.2-3-0-0.91-0-57,17.3,,0
3,minic2d,2.2,0,35,0.55,70,0.0,70-2.2-3-0-0.55-0-40,15.07,,0
3,dpmc,2.2,0,37,0.83,70,0,70-2.2-3-0-0.83-0-81,0.05,,0
3,c2d,2.2,0,36,0.25,70,3.19551e-11,70-2.2-3-0-0.25-0-14,55.88,,0
3,cachet,2.2,0,36,0.96,70,0,70-2.2-3-0-0.96-0-37,2.28,,0
3,cachet,2.2,0,36,0.23,70,1.73315e-13,70-2.2-3-0-0.23-0-65,4.03,,0
3,c2d,2.2,0,36,0.12,70,2.56992e-16,70-2.2-3-0-0.12-0-75,39.06,,0
3,minic2d,2.2,0,35,0.32,70,0.0,70-2.2-3-0-0.32-0-77,19.01,,0
3,cachet,2.2,0,36,0.74,70,0,70-2.2-3-0-0.74-0-73,9.53,,0
3,minic2d,2.2,0,36,0.72,70,0.0,70-2.2-3-0-0.72-0-37,11.48,,0
3,cachet,2.2,0,37,0.69,70,0,70-2.2-3-0-0.69-0-45,4.49,,0
3,d4,2.2,0,35,0.05,70,2.183123e-09,70-2.2-3-0-0.05-0-79,97.75,,0
3,d4,2.2,0,34,0.97,70,0.0,70-2.2-3-0-0.97-0-93,37.76,,0
3,c2d,2.2,0,37,0.21,70,,70-2.2-3-0-0.21-0-20,230.11,,0
3,d4,2.2,0,35,0.96,70,0.0,70-2.2-3-0-0.96-0-31,24.49,,0
3,minic2d,2.2,0,35,0.12,70,0.0,70-2.2-3-0-0.12-0-70,7.58,,0
3,dpmc,2.2,0,38,0.43,70,0,70-2.2-3-0-0.43-0-96,0.54,,0
3,dpmc,2.2,0,36,0.81,70,0,70-2.2-3-0-0.81-0-68,0.04,,0
3,dpmc,2.2,0,33,0.59,70,0,70-2.2-3-0-0.59-0-80,0.09,,0
3,cachet,2.2,0,38,0.09,70,2.53699e-12,70-2.2-3-0-0.09-0-87,14.94,,0
3,dpmc,2.2,0,36,0.42,70,0,70-2.2-3-0-0.42-0-4,2.11,,0
3,cachet,2.2,0,35,0.19,70,1.06321e-12,70-2.2-3-0-0.19-0-33,7.57,,0
3,cachet,2.2,0,34,0.3,70,2.90485e-21,70-2.2-3-0-0.3-0-66,3.67,,0
3,cachet,2.2,0,36,0.8,70,0,70-2.2-3-0-0.8-0-20,7.37,,0
3,d4,2.2,0,35,0.35,70,0.0,70-2.2-3-0-0.35-0-90,93.27000000000001,,0
3,minic2d,2.2,0,34,0.84,70,0.0,70-2.2-3-0-0.84-0-35,12.92,,0
3,minic2d,2.2,0,35,0.66,70,0.0,70-2.2-3-0-0.66-0-93,12.92,,0
3,c2d,2.2,0,38,0.48,70,0.0,70-2.2-3-0-0.48-0-89,88.69,,0
3,c2d,2.2,0,35,0.77,70,0.0,70-2.2-3-0-0.77-0-68,15.34,,0
3,cachet,2.2,0,36,0.75,70,0,70-2.2-3-0-0.75-0-69,4.5,,0
3,minic2d,2.2,0,35,0.15,70,0.0,70-2.2-3-0-0.15-0-87,17.7,,0
3,minic2d,2.2,0,37,0.71,70,0.0,70-2.2-3-0-0.71-0-16,146.75,,0
3,minic2d,2.2,0,35,0.39,70,0.0,70-2.2-3-0-0.39-0-37,6.19,,0
3,cachet,2.2,0,35,0.31,70,0,70-2.2-3-0-0.31-0-55,4.09,,0
3,c2d,2.2,0,36,0.13,70,,70-2.2-3-0-0.13-0-36,541.36,,0
3,d4,2.2,0,35,1.0,70,,70-2.2-3-0-1.0-0-93,475.8,1,0
3,d4,2.2,0,34,0.29,70,0.0,70-2.2-3-0-0.29-0-48,52.96,,0
3,c2d,2.2,0,36,0.77,70,0.0,70-2.2-3-0-0.77-0-37,46.94,,0
3,c2d,2.2,0,33,0.36,70,0.0,70-2.2-3-0-0.36-0-56,10.89,,0
3,dpmc,2.2,0,34,0.13,70,0,70-2.2-3-0-0.13-0-97,111.14,,0
3,d4,2.2,0,35,0.56,70,0.0,70-2.2-3-0-0.56-0-6,27.9,,0
3,dpmc,2.2,0,35,0.07,70,3.06577e-11,70-2.2-3-0-0.07-0-17,114.38,,0
3,d4,2.2,0,36,0.67,70,0.0,70-2.2-3-0-0.67-0-82,117.37,,0
3,minic2d,2.2,0,35,0.86,70,0.0,70-2.2-3-0-0.86-0-25,4.79,,0
3,minic2d,2.2,0,35,0.56,70,0.0,70-2.2-3-0-0.56-0-45,20.42,,0
3,c2d,2.2,0,36,0.06,70,8.939189e-14,70-2.2-3-0-0.06-0-19,46.78,,0
3,c2d,2.2,0,36,0.87,70,0.0,70-2.2-3-0-0.87-0-65,24.78,,0
3,minic2d,2.2,0,35,0.95,70,0.0,70-2.2-3-0-0.95-0-71,19.11,,0
3,d4,2.2,0,37,0.38,70,,70-2.2-3-0-0.38-0-80,395.36,,0
3,cachet,2.2,0,36,0.16,70,9.86848e-11,70-2.2-3-0-0.16-0-76,7.97,,0
3,minic2d,2.2,0,37,0.98,70,0.0,70-2.2-3-0-0.98-0-68,12.75,,0
3,dpmc,2.2,0,34,0.43,70,0,70-2.2-3-0-0.43-0-92,2.5,,0
3,dpmc,2.2,0,34,0.88,70,0,70-2.2-3-0-0.88-0-50,0.04,,0
3,d4,2.2,0,35,0.94,70,,70-2.2-3-0-0.94-0-42,347.65999999999997,,0
3,d4,2.2,0,36,0.76,70,0.0,70-2.2-3-0-0.76-0-45,55.82,,0
3,d4,2.2,0,38,0.19,70,,70-2.2-3-0-0.19-0-74,519.8,,0
3,minic2d,2.2,0,36,0.69,70,0.0,70-2.2-3-0-0.69-0-42,51.04,,0
3,dpmc,2.2,0,36,0.46,70,0,70-2.2-3-0-0.46-0-51,0.64,,0
3,dpmc,2.2,0,35,0.5,70,0,70-2.2-3-0-0.5-0-56,2.42,,0
3,minic2d,2.2,0,35,0.52,70,0.0,70-2.2-3-0-0.52-0-83,23.36,,0
3,d4,2.2,0,36,0.69,70,,70-2.2-3-0-0.69-0-42,494.87,,0
3,cachet,2.2,0,37,0.4,70,0,70-2.2-3-0-0.4-0-59,5.55,,0
3,cachet,2.2,0,36,0.63,70,0,70-2.2-3-0-0.63-0-27,10.1,,0
3,cachet,2.2,0,35,0.31,70,0,70-2.2-3-0-0.31-0-21,7.87,,0
3,minic2d,2.2,0,35,0.64,70,0.0,70-2.2-3-0-0.64-0-42,13.57,,0
3,dpmc,2.2,0,39,0.3,70,0,70-2.2-3-0-0.3-0-72,7.62,,0
3,dpmc,2.2,0,37,0.66,70,0,70-2.2-3-0-0.66-0-88,0.28,,0
3,cachet,2.2,0,35,0.28,70,1.4576e-11,70-2.2-3-0-0.28-0-88,5.56,,0
3,c2d,2.2,0,36,0.07,70,1.988275e-10,70-2.2-3-0-0.07-0-69,27.61,,0
3,cachet,2.2,0,34,0.56,70,0,70-2.2-3-0-0.56-0-72,3.05,,0
3,cachet,2.2,0,33,0.79,70,0,70-2.2-3-0-0.79-0-86,3.04,,0
3,minic2d,2.2,0,35,0.9,70,0.0,70-2.2-3-0-0.9-0-46,7.85,,0
3,minic2d,2.2,0,35,0.95,70,0.0,70-2.2-3-0-0.95-0-22,5.86,,0
3,cachet,2.2,0,33,0.7,70,0,70-2.2-3-0-0.7-0-44,4.71,,0
3,c2d,2.2,0,37,0.35,70,,70-2.2-3-0-0.35-0-50,431.24,,0
3,d4,2.2,0,36,0.17,70,2.265525e-21,70-2.2-3-0-0.17-0-32,38.38,,0
3,d4,2.2,0,33,0.95,70,0.0,70-2.2-3-0-0.95-0-47,48.61,,0
3,d4,2.2,0,35,0.2,70,0.0,70-2.2-3-0-0.2-0-71,69.09,,0
3,cachet,2.2,0,36,0.68,70,0,70-2.2-3-0-0.68-0-28,11.61,,0
3,d4,2.2,0,35,0.35,70,0.0,70-2.2-3-0-0.35-0-54,113.63,,0
3,d4,2.2,0,37,0.04,70,,70-2.2-3-0-0.04-0-50,154.66,,0
3,c2d,2.2,0,35,0.44,70,0.0,70-2.2-3-0-0.44-0-47,40.97,,0
3,dpmc,2.2,0,36,0.95,70,0,70-2.2-3-0-0.95-0-16,0.06,,0
3,minic2d,2.2,0,35,0.55,70,0.0,70-2.2-3-0-0.55-0-77,10.49,,0
3,d4,2.2,0,36,0.88,70,0.0,70-2.2-3-0-0.88-0-43,100.74000000000001,,0
3,cachet,2.2,0,36,0.87,70,0,70-2.2-3-0-0.87-0-20,12.98,,0
3,minic2d,2.2,0,35,0.77,70,0.0,70-2.2-3-0-0.77-0-10,7.08,,0
3,dpmc,2.2,0,36,0.87,70,0,70-2.2-3-0-0.87-0-79,0.05,,0
3,c2d,2.2,0,37,0.91,70,0.0,70-2.2-3-0-0.91-0-1,50.98,,0
3,d4,2.2,0,35,0.6,70,0.0,70-2.2-3-0-0.6-0-65,45.41,,0
3,c2d,2.2,0,35,0.02,70,1.569406e-13,70-2.2-3-0-0.02-0-5,91.9,,0
3,d4,2.2,0,35,0.55,70,,70-2.2-3-0-0.55-0-7,344.89,,0
3,cachet,2.2,0,36,0.45,70,0,70-2.2-3-0-0.45-0-84,6.6,,0
3,dpmc,2.2,0,36,0.35,70,0,70-2.2-3-0-0.35-0-95,7.53,,0
3,dpmc,2.2,0,36,0.57,70,0,70-2.2-3-0-0.57-0-78,0.16,,0
3,cachet,2.2,0,36,0.0,70,1.37445e-12,70-2.2-3-0-0.0-0-90,11.07,,0
3,dpmc,2.2,0,37,0.57,70,0,70-2.2-3-0-0.57-0-36,0.49,,0
3,cachet,2.2,0,35,0.85,70,0,70-2.2-3-0-0.85-0-58,5.68,,0
3,c2d,2.2,0,35,0.41,70,0.0,70-2.2-3-0-0.41-0-52,70.2,,0
3,cachet,2.2,0,34,0.97,70,0,70-2.2-3-0-0.97-0-97,5.08,,0
3,c2d,2.2,0,34,0.01,70,1.475805e-12,70-2.2-3-0-0.01-0-62,8.94,,0
3,cachet,2.2,0,36,0.22,70,3.7422e-10,70-2.2-3-0-0.22-0-43,14.91,,0
3,cachet,2.2,0,35,0.23,70,1.62408e-11,70-2.2-3-0-0.23-0-89,12.27,,0
3,c2d,2.2,0,37,0.51,70,0.0,70-2.2-3-0-0.51-0-4,52.83,,0
3,dpmc,2.2,0,35,0.01,70,0,70-2.2-3-0-0.01-0-24,185.75,,0
3,d4,2.2,0,36,0.71,70,,70-2.2-3-0-0.71-0-40,135.63,,0
3,minic2d,2.2,0,36,0.85,70,0.0,70-2.2-3-0-0.85-0-64,2.23,,0
3,cachet,2.2,0,36,0.8,70,0,70-2.2-3-0-0.8-0-86,5.29,,0
3,d4,2.2,0,37,0.37,70,,70-2.2-3-0-0.37-0-65,657.9,,0
3,minic2d,2.2,0,36,0.78,70,0.0,70-2.2-3-0-0.78-0-15,44.29,,0
3,minic2d,2.2,0,32,0.39,70,0.0,70-2.2-3-0-0.39-0-49,4.37,,0
3,dpmc,2.2,0,35,0.9,70,0,70-2.2-3-0-0.9-0-91,0.04,,0
3,dpmc,2.2,0,36,0.04,70,7.027e-09,70-2.2-3-0-0.04-0-72,52.94,,0
3,minic2d,2.2,0,34,0.66,70,0.0,70-2.2-3-0-0.66-0-44,6.35,,0
